연번,상호명,업종,완비증명 발급일,지번 주소,도로명 주소,영업장 면적,영업장 층,관할소방서
183,힐스테이(구.힐 리빙텔),고시원업,2018-11-01,서울특별시 중구 오장동 206-3,서울특별시 중구 퇴계로51길 20,428.65,지상2,중부소방서
184,리빙파크원룸텔,고시원업,2018-08-17,서울특별시 중구 중림동 128-15,서울특별시 중구 중림로 47,452.7,"지상4,5,6",중부소방서
185,굿 스테이,고시원업,2018-05-31,서울특별시 중구 인현동2가 135-47,서울특별시 중구 퇴계로41길 48,253.76,"지상4,5",중부소방서
186,준레지던스,고시원업,2018-04-26,서울특별시 중구 수표동 35-12,서울특별시 중구 수표로 70,515.73,"지상4,5",중부소방서
187,파크원룸텔,고시원업,2018-02-22,서울특별시 중구 묵정동 27-10,서울특별시 중구 퇴계로 260,458.32,"지상3,4,5,6",중부소방서
188,스토리원룸텔,고시원업,2018-02-23,서울특별시 중구 을지로6가 35-1,서울특별시 중구 을지로42길 16,324.2,"지상4,5",중부소방서
189,덕수궁리빙텔,고시원업,2018-09-21,서울특별시 중구 태평로2가 68-8,서울특별시 중구 세종대로 80-1,396.25,"지하1/지상1,2,3,4",중부소방서
190,엘린하우스 B,고시원업,2018-01-03,서울특별시 중구 주자동 49-1,서울특별시 중구 삼일대로2길 72,91.46,지상4,중부소방서
191,싱글하우스,고시원업,2017-11-16,서울특별시 중구 중림동 400-12,서울특별시 중구 서소문로2길 10,386.63,"지하1/지상1,2",중부소방서
192,을지로게스트원룸텔,고시원업,2017-08-17,서울특별시 중구 초동 21-2,서울특별시 중구 을지로14길 30,399.6,"지상3,4,5",중부소방서
193,심플하우스(2층),고시원업,2017-06-23,서울특별시 중구 장충동2가 187-26,서울특별시 중구 동호로24길 19-6,144.87,지상2,중부소방서
194,프렌즈하우스,고시원업,2006-11-10,서울특별시 중구 을지로3가 291-45,서울특별시 중구 충무로 54-3,281.12,지상4,중부소방서
195,을지로4가원룸텔,고시원업,2017-07-04,서울특별시 중구 을지로4가 169-44,서울특별시 중구 을지로30길 24,396.2,"지상3,4",중부소방서
196,레지던스A,고시원업,2017-04-06,서울특별시 중구 충무로2가 12-13,서울특별시 중구 명동8가길 39,316,"지상3,4,5,6",중부소방서
197,비버하우스,고시원업,2017-01-20,서울특별시 중구 을지로6가 45-7,서울특별시 중구 을지로40길 7,354.79,지상6,중부소방서
198,소리엘1,고시원업,2017-01-24,서울특별시 중구 북창동 93-44,서울특별시 중구 남대문로5길 17-7,297.52,"지상2,3",중부소방서
199,파인하우스원룸텔(A),고시원업,2016-12-27,서울특별시 중구 신당동 366-2,서울특별시 중구 다산로8길 20,97.58,지상4,중부소방서
200,25시고시원,고시원업,2016-11-30,서울특별시 중구 남대문로5가 63-7,서울특별시 중구 세종대로1길 7,198,지상3,중부소방서
201,오픈하우스 신당역점,고시원업,2016-12-01,서울특별시 중구 신당동 133-34,서울특별시 중구 다산로40길 51,388.56,"지상2,3",중부소방서
202,명동게스트원룸텔,고시원업,2016-11-30,서울특별시 중구 충무로2가 53-20,서울특별시 중구 삼일대로4길 2,431.54,"지상2,3,4",중부소방서
203,엠플 스페이스,고시원업,2016-10-24,서울특별시 중구 남산동2가 32-13,서울특별시 중구 퇴계로18길 33,485.55,"지상2,3,4",중부소방서
204,청구고시원,고시원업,2016-10-25,서울특별시 중구 신당동 308-4,서울특별시 중구 다산로27길 6-12,195.15,"지상2,3,4",중부소방서
205,지영고시텔,고시원업,2016-01-27,서울특별시 중구 방산동 4-46,서울특별시 중구 청계천로 216,218.64,"지상4,5",중부소방서
206,라이프하우스 원룸텔,고시원업,2016-03-22,서울특별시 중구 신당동 373-42,서울특별시 중구 다산로 128-14,376.23,"지상2,3",중부소방서
207,샤인 힐,고시원업,2016-01-22,서울특별시 중구 신당동 420-2,서울특별시 중구 동호로14길 11-15,465.25,"지하1/지상1,2,3,4,5",중부소방서
208,이스트하우스,고시원업,2016-02-26,서울특별시 중구 필동3가 28-2,서울특별시 중구 서애로3길 10,481.29,"지상1,2,3",중부소방서
209,"심플하우스(3,4층)",고시원업,2016-01-08,서울특별시 중구 장충동2가 187-26,서울특별시 중구 동호로24길 19-6,269.1,"지상3,4",중부소방서
210,오투레지던스,고시원업,2015-10-28,서울특별시 중구 주교동 256,서울특별시 중구 을지로33길 8-1,284.97,"지상3,4,5",중부소방서
211,임호고시원,고시원업,2015-10-16,서울특별시 중구 신당동 302-4,서울특별시 중구 퇴계로76길 50,235.2,지상3,중부소방서
212,투유레지던스 충무로점,고시원업,2015-10-19,서울특별시 중구 충무로4가 90-1,서울특별시 중구 퇴계로 227-2,148,지상4,중부소방서
213,갤럭시원룸텔,고시원업,2015-11-10,서울특별시 중구 을지로2가 101-3,서울특별시 중구 을지로 103-1,406.62,"지상3,4,5",중부소방서
214,메르디앙리빙텔,고시원업,2015-09-01,서울특별시 중구 장충동2가 128,서울특별시 중구 장충단로7길 35,467.12,"지상4,5",중부소방서
215,해비치하우스 충무로명동점(구.더스테이원룸텔),고시원업,2015-10-20,서울특별시 중구 충무로3가 56-22,서울특별시 중구 퇴계로31길 31,186.78,"지상4,5",중부소방서
216,투유레지던스(대한고시원),고시원업,2015-09-24,서울특별시 중구 충무로4가 90-1,서울특별시 중구 퇴계로 227-2,296,"지상5,6",중부소방서
217,굿모닝 원룸텔,고시원업,2015-03-27,서울특별시 중구 신당동 302-4,서울특별시 중구 퇴계로76길 50,464,지상4,중부소방서
218,패밀리 하우스,고시원업,2015-03-11,서울특별시 중구 남산동3가 13-21,서울특별시 중구 퇴계로22길 11,396.32,"지상4,5",중부소방서
219,베스트 원룸텔,고시원업,2015-06-17,서울특별시 중구 쌍림동 34-5,서울특별시 중구 마른내로 133,430.54,"지상4,5,6,7",중부소방서
220,투유레지던스,고시원업,2014-12-17,서울특별시 중구 을지로3가 296-11,서울특별시 중구 충무로 49-2,440.22,"지상3,4,5",중부소방서
221,명동PapaHouse,고시원업,2014-09-22,서울특별시 중구 남산동3가 13-21,서울특별시 중구 퇴계로22길 11,297.17,"지상2,3",중부소방서
222,아이비 하우스,고시원업,2014-08-26,서울특별시 중구 묵정동 32-3,서울특별시 중구 퇴계로 252-2,50.43,지상2,중부소방서
223,O2원룸텔,고시원업,2014-06-27,서울특별시 중구 충무로3가 33-1,서울특별시 중구 충무로 20-1,345.78,"지상5,6",중부소방서
224,우주 남산점(구.24시고시원),고시원업,2014-06-09,서울특별시 중구 남산동2가 36-6,서울특별시 중구 소공로6길 29,334.68,"지상3,4",중부소방서
225,허브레지던스,고시원업,2014-05-28,서울특별시 중구 장충동2가 193-80,서울특별시 중구 퇴계로50길 67,324.08,"지상3,4",중부소방서
226,다솔베르크 원룸텔,고시원업,2014-02-19,서울특별시 중구 주교동 282,서울특별시 중구 을지로27길 32-8,483.52,"지상2,3,4,5",중부소방서
227,고센(구.쉼터),고시원업,2014-03-03,서울특별시 중구 신당동 340-62,서울특별시 중구 다산로22길 5,256.2,"지상2,3",중부소방서
228,평안고시원,고시원업,2013-12-17,서울특별시 중구 오장동 206-7,서울특별시 중구 퇴계로51길 12,218.86,"지상3,4",중부소방서
229,아이비하우스,고시원업,2013-11-20,서울특별시 중구 묵정동 32-3,서울특별시 중구 퇴계로 252-2,355.83,"지상2,3,4",중부소방서
230,오투하우스,고시원업,2009-03-25,서울특별시 중구 을지로3가 350-1,서울특별시 중구 수표로 50-1,155.37,지상3,중부소방서
231,파인하우스,고시원업,2014-06-24,서울특별시 중구 광희동1가 187-1,서울특별시 중구 을지로44길 19,299.28,"지상3,4,5,6",중부소방서
232,진양고시원(노매드원룸텔),고시원업,2013-03-08,서울특별시 중구 충무로4가 120-3,서울특별시 중구 퇴계로 217,1647,지상17,중부소방서
233,힐리빙텔,고시원업,2010-09-15,서울특별시 중구 황학동 2494,서울특별시 중구 퇴계로 463,279.77,"지상4,5",중부소방서
234,하이리빙텔,고시원업,2008-11-07,서울특별시 중구 신당동 241-19,서울특별시 중구 다산로33가길 23,345.38,"지상1,2",중부소방서
235,STAY LYKKE(구.힐스테이트원룸텔),고시원업,2011-12-23,서울특별시 중구 필동2가 117,서울특별시 중구 필동로 46,360.02,"지상1,2,3",중부소방서
236,휴식 레지던스,고시원업,2012-01-26,서울특별시 중구 남산동3가 19-1,서울특별시 중구 퇴계로24길 10,66.66,"지상2,3",중부소방서
237,광명고시원,고시원업,2013-06-10,서울특별시 중구 신당동 309-18,서울특별시 중구 다산로 181-2,344.34,"지상3,4,5",중부소방서
238,에코하우스,고시원업,2013-05-21,서울특별시 중구 남산동3가 20-9,서울특별시 중구 퇴계로22길 13,57.96,지상1,중부소방서
239,이루다스테이(구.마이홈원룸텔),고시원업,2011-11-22,서울특별시 중구 충무로3가 33-3,서울특별시 중구 충무로 20,314.78,"지상5,6",중부소방서
240,"덕산리빙텔(구,리빙캐슬)",고시원업,2010-12-21,서울특별시 중구 을지로5가 79-1,서울특별시 중구 을지로38길 14,313.89,"지상3,4,5",중부소방서
241,정명고시텔,고시원업,2013-04-30,서울특별시 중구 중림동 398-16,서울특별시 중구 중림로2길 16,228.61,지하1,중부소방서
242,명동코아텔,고시원업,2008-06-20,서울특별시 중구 남산동2가 27-5,서울특별시 중구 퇴계로20길 36,393.31,"지상2,3,4",중부소방서
243,명동에코하우스,고시원업,2012-03-07,서울특별시 중구 남산동3가 13,서울특별시 중구 퇴계로22길 13,247.8,"지상2,3,4",중부소방서
244,멀티하우스리빙텔,고시원업,2013-06-13,서울특별시 중구 신당동 102-5,서울특별시 중구 다산로 232,368,지상3,중부소방서
245,리치빌,고시원업,2010-05-03,서울특별시 중구 회현동1가 71-14,서울특별시 중구 퇴계로10길 24-6,337.44,"지상1,2,3,4",중부소방서
246,"자자 백팩커스(구,레지던스이오)",고시원업,2011-06-03,서울특별시 중구 남산동2가 18-6,서울특별시 중구 퇴계로20길 35,522.12,"지상1,2,3,4",중부소방서
247,오요루프탑,고시원업,2010-06-17,서울특별시 중구 남산동2가 19-13,서울특별시 중구 퇴계로20길 47,150.34,지상1,중부소방서
248,WH,고시원업,2011-01-11,서울특별시 중구 필동3가 49-1,서울특별시 중구 필동로 35-13,501.63,"지상1,2,3",중부소방서
249,SJ고시원,고시원업,2012-04-02,서울특별시 중구 필동3가 20-12,서울특별시 중구 서애로1길 10-21,618.97,지상1,중부소방서
250,KPOP레지던스,고시원업,2012-07-13,서울특별시 중구 명동2가 4-2,서울특별시 중구 명동10길 35-20,395.14,"지상4,5",중부소방서
251,명빌딩(명동스테이),고시원업,2011-07-19,서울특별시 중구 남산동3가 31-1,서울특별시 중구 퇴계로24길 13-8,318.84,"지상1,2,3,4",중부소방서
252,소리엘하우스,고시원업,2010-08-11,서울특별시 중구 북창동 93-44,서울특별시 중구 남대문로5길 17-7,371.91,"지상4,5,6",중부소방서
253,소리엘,고시원업,2010-08-25,서울특별시 중구 북창동 93-44,서울특별시 중구 남대문로5길 17-7,158.68,지하1,중부소방서
254,HANA ROOM,고시원업,2011-06-13,서울특별시 중구 장충동2가 186-135,서울특별시 중구 동호로30길 6,300.72,"지상2,3,4",중부소방서
255,CJ고시원,고시원업,2012-03-07,서울특별시 중구 장충동1가 50-15,서울특별시 중구 장충단로4길 55,755.15,"지상1,2,3",중부소방서
256,BJ텔,고시원업,2011-12-29,서울특별시 중구 신당동 420-15,서울특별시 중구 동호로14길 11-13,640.15,"지하1/지상1,2,3,4,5,6",중부소방서
257,스테이올리 을지로점,고시원업,2007-12-07,서울특별시 중구 충무로3가 25-10,서울특별시 중구 수표로6길 27,252.82,지상4,중부소방서
258,힐하우스,고시원업,2012-04-18,서울특별시 중구 광희동2가 277,서울특별시 중구 장충단로10길 20,139.87,지상2,중부소방서
259,힐리빙텔,고시원업,2008-04-11,서울특별시 중구 오장동 206-3,서울특별시 중구 퇴계로51길 20,428.65,지상2,중부소방서
260,휴먼빌 원룸텔,고시원업,2010-04-16,서울특별시 중구 장충동2가 186-221,서울특별시 중구 동호로30길 13,190.86,지상2,중부소방서
261,휠하우스,고시원업,2010-08-20,서울특별시 중구 회현동1가 133-1,서울특별시 중구 소공로3길 42,344.08,지하1,중부소방서
262,화인리빙텔,고시원업,2012-12-17,서울특별시 중구 충무로3가 59-11,서울특별시 중구 수표로2길 5,492.5,"지상3,4",중부소방서
263,화성고시텔,고시원업,2008-11-19,서울특별시 중구 신당동 340-61,서울특별시 중구 다산로24길 8,475.67,"지상3,4,5",중부소방서
264,올골찬 고시원,고시원업,2011-04-15,서울특별시 중구 회현동1가 147-16,서울특별시 중구 퇴계로12길 83,94.28,"지상1,2",중부소방서
265,홈리빙텔,고시원업,2012-01-13,서울특별시 중구 흥인동 2-23,서울특별시 중구 마장로 68,417.6,"지상4,5",중부소방서
266,허브레지던스,고시원업,2010-08-06,서울특별시 중구 무학동 22,서울특별시 중구 다산로 225,270.54,"지상3,4",중부소방서
267,허브레지던스,고시원업,2014-02-06,서울특별시 중구 회현동1가 130-1,서울특별시 중구 퇴계로12길 59,224.85,지상2,중부소방서
268,아르테프리미엄고시텔 명동점,고시원업,2012-01-12,서울특별시 중구 저동2가 46-8,서울특별시 중구 수표로10길 9,367.8,"지상4,5,6",중부소방서
269,약수고시원,고시원업,2013-09-04,서울특별시 중구 신당동 372-430,서울특별시 중구 다산로8길 27,317.66,지상3,중부소방서
270,엘린하우스,고시원업,2011-04-04,서울특별시 중구 주자동 49-1,서울특별시 중구 삼일대로2길 72,301.32,"지상1,2,3",중부소방서
271,올스테이(구.대원고시원),고시원업,2013-01-09,서울특별시 중구 북창동 93-36,서울특별시 중구 남대문로5길 23,350.42,지상2,중부소방서
